source_id,target_id,edge_type,notes
b1000:75,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:75,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:76,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:76,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:77,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:77,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:78,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:78,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:79,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:79,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:80,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:80,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:81,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:81,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:82,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:83,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:83,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:84,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:85,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:85,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:86,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:86,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:87,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:87,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:88,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:88,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:88,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:88,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:89,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:89,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:90,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:90,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:91,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:91,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:92,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:92,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:93,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:93,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:94,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:94,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:95,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:95,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:96,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:97,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:98,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:98,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:99,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:100,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:100,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:101,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:101,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:102,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:102,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:103,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:103,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:104,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:104,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:105,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:105,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:105,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:106,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:106,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:106,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:106,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:107,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:108,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:109,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:110,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:110,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:111,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:112,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:113,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:114,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:115,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:116,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:117,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:118,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:119,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:120,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:121,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:122,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:123,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:124,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:125,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:126,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
