id,title,id-slug,author,description,reading-path,section,subsection,link,preree,slug,domain,core-of-sanatana-dharma,being-indian,what-will-destroy,hindu-institution-generate,will-save-sanatana-dharma,modernity-and-hindu-values,hindu-unity-and-diversity,new-indian-republic,hindu-renaissance,practice-but-not-proven,hindu-frameworks-of-education,hindu-models-of-temple-management,interchanging-dynamics-of-hindu-family,structure-of-hindu-charity,temples-of-madhya-pradesh,battle-for-dharma-north-east,impact-of-conversion-kekadia,year-in-hajong-village,artist-in-art,hindu-response-to-enlightenment,hindu-school-of-history
587,Letters on Yoga,587-letters-on-yoga,Sri Aurobindo (4 vols),Aurobindo's four-volume Letters on Yoga - practical sadhana correspondence with disciples on integral yoga's daily practice.,,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/28-31/0028-31_e.pdf,letters on yoga,letters-on-yoga,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
588,India's Rebirth,588-indias-rebirth,Sri Aurobindo,Aurobindo's collected nationalist essays on India's destiny - political-spiritual writings from his pre-Pondicherry revolutionary period.,,Sri Aurobindo and Integral Vision,,https://archive.org/search?query=%22India%27s%20Rebirth%22%20Sri%20Aurobindo,india's rebirth,indias-rebirth,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
589,The Mother,589-the-mother,Sri Aurobindo,Aurobindo's brief masterwork on the divine Mother - theological text on the Shakti aspect of integral yoga sadhana.,,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/32/0032_e.pdf,the mother,the-mother,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
590,The Mother's Agenda,590-the-mothers-agenda,The Mother (Mirra Alfassa),The Mother's intimate spiritual journal of supramental experiences - record of yoga at the cellular level over thirteen years.,,Sri Aurobindo and Integral Vision,,In Copyright,the mother's agenda,the-mothers-agenda,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
591,Sri Aurobindo: A Biography and a History,591-sri-aurobindo-a-biography-and-a-history,K. R. Srinivasa Iyengar,Iyengar's monumental scholarly biography and intellectual history of Sri Aurobindo - most comprehensive Aurobindo study available.,,Sri Aurobindo and Integral Vision,,In Copyright,sri aurobindo: a biography and a history,sri-aurobindo-a-biography-and-a-history,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
592,Sri Aurobindo or the Adventure of Consciousness,592-sri-aurobindo-or-the-adventure-of-consciousness,Satprem,Satprem's mystical biography of Aurobindo's yoga as adventure of consciousness - accessible introduction to integral yoga practice.,,Sri Aurobindo and Integral Vision,,In Copyright,sri aurobindo or the adventure of consciousness,sri-aurobindo-or-the-adventure-of-consciousness,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
593,The Adventure of the Supramental,593-the-adventure-of-the-supramental,Satprem,Satprem's accessible introduction to the supramental yoga - Aurobindo's later work on transformation of matter through consciousness.,,Sri Aurobindo and Integral Vision,,In Copyright,the adventure of the supramental,the-adventure-of-the-supramental,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
594,The Mind of Light,594-the-mind-of-light,Sri Aurobindo,Aurobindo's compact statement on the supramental - concentrated philosophical exposition of his most radical yogic claim.,,Sri Aurobindo and Integral Vision,,https://archive.org/search?query=%22The%20Mind%20of%20Light%22%20Sri%20Aurobindo,the mind of light,the-mind-of-light,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
595,The Complete Works of Swami Vivekananda,595-the-complete-works-of-swami-vivekananda,9 vols,"Swami Vivekananda's Complete Works in nine volumes - foundational corpus of modern Vedanta, lectures, letters, and writings.",2-seeker-path,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://www.ramakrishnavivekananda.info/vivekananda/complete_works.htm,the complete works of swami vivekananda,the-complete-works-of-swami-vivekananda,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
596,The Gospel of Sri Ramakrishna,596-the-gospel-of-sri-ramakrishna,Mahendranath Gupta (M.) / Swami Nikhilananda,Mahendranath Gupta's intimate Bengali record of Ramakrishna's daily teachings - supreme document of modern Indian spirituality.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://www.belurmath.org/gospel/,the gospel of sri ramakrishna,the-gospel-of-sri-ramakrishna,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
597,Sri Ramakrishna: The Great Master,597-sri-ramakrishna-the-great-master,Swami Saradananda,"Saradananda's authoritative biographical study of Ramakrishna - Lila Prasanga, the disciple-monk's classical hagiography.",,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22Sri%20Ramakrishna%22%20Swami%20Saradananda,sri ramakrishna: the great master,sri-ramakrishna-the-great-master,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
598,Sri Ramakrishna and His Divine Play,598-sri-ramakrishna-and-his-divine-play,Swami Chetanananda,Chetanananda's accessible modern biography of Ramakrishna - recent Ramakrishna Mission account drawing on full textual sources.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22Sri%20Ramakrishna%20and%20His%20Divine%20Play%22%20Swami%20Chetanananda,sri ramakrishna and his divine play,sri-ramakrishna-and-his-divine-play,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
599,Ramakrishna and His Disciples,599-ramakrishna-and-his-disciples,Christopher Isherwood,Christopher Isherwood's literary biography of Ramakrishna - accessible Western literary introduction to the Bengali saint.,7-awakened-hindu,"Vivekananda, Ramakrishna, and Modern Vedanta",,In Copyright,ramakrishna and his disciples,ramakrishna-and-his-disciples,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
600,The Life of Swami Vivekananda,600-the-life-of-swami-vivekananda,His Eastern and Western Disciples (2 vols),His Eastern and Western Disciples' two-volume Vivekananda biography - definitive Ramakrishna Mission account of the swami's life.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,In Copyright,the life of swami vivekananda,the-life-of-swami-vivekananda,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
601,Vivekananda: A Biography,601-vivekananda-a-biography,Swami Nikhilananda,Swami Nikhilananda's accessible biographical study of Vivekananda - Ramakrishna Mission introductory volume on the Vedantic teacher.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22Vivekananda%22%20Swami%20Nikhilananda,vivekananda: a biography,vivekananda-a-biography,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
602,Swami Vivekananda,602-swami-vivekananda,Sailendra Nath Dhar,Sailendra Nath Dhar's exhaustive scholarly Vivekananda biography - voluminous historical account drawing on archival sources.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,In Copyright,swami vivekananda,swami-vivekananda,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
603,The Master as I Saw Him,603-the-master-as-i-saw-him,Sister Nivedita,Sister Nivedita's intimate memoir of her Master Vivekananda - Margaret Noble's record of her guru and the Vedantic life.,7-awakened-hindu,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/details/masterasisawhim00nive,the master as i saw him,the-master-as-i-saw-him,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
604,The Web of Indian Life,604-the-web-of-indian-life,Sister Nivedita,"Nivedita's classic 1904 Web of Indian Life - Irish-Indian disciple's meditations on Indian civilization, culture, and women.",,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/details/webofindianlife00nive,the web of indian life,the-web-of-indian-life,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
605,Cradle Tales of Hinduism,605-cradle-tales-of-hinduism,Sister Nivedita,Nivedita's Cradle Tales of Hinduism - accessible retellings of Hindu myths and stories by the Vivekananda disciple.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/details/cradletalesofhin00nive,cradle tales of hinduism,cradle-tales-of-hinduism,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
606,Footfalls of Indian History,606-footfalls-of-indian-history,Sister Nivedita,Nivedita's reflections on Indian historical figures and themes - civilizational essays from the Vivekananda disciple.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/details/footfallsofindia00nive,footfalls of indian history,footfalls-of-indian-history,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
607,Hindu View of Life,607-hindu-view-of-life,S. Radhakrishnan,Radhakrishnan's classic Hindu View of Life - foundational 20th-century philosophical statement of Hindu universalism.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22Hindu%20View%20of%20Life%22%20S.%20Radhakrishnan,hindu view of life,hindu-view-of-life,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
608,The Hindu View of Christ,608-the-hindu-view-of-christ,S. Radhakrishnan (in Eastern Religions and Western Thought),Radhakrishnan's reflections on Christ from the Hindu philosophical perspective - comparative theological essays in his major work.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22The%20Hindu%20View%20of%20Christ%22%20S.%20Radhakrishnan,the hindu view of christ,the-hindu-view-of-christ,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
609,Eastern Religions and Western Thought,609-eastern-religions-and-western-thought,S. Radhakrishnan,Radhakrishnan's classical scholarly study comparing Eastern and Western thought - major work of cross-civilizational philosophy.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22Eastern%20Religions%20and%20Western%20Thought%22%20S.%20Radhakrishnan,eastern religions and western thought,eastern-religions-and-western-thought,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
610,The Idealist View of Life,610-the-idealist-view-of-life,S. Radhakrishnan,Radhakrishnan's Idealist View of Life - his major philosophical statement on idealism and the spiritual nature of reality.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22The%20Idealist%20View%20of%20Life%22%20S.%20Radhakrishnan,the idealist view of life,the-idealist-view-of-life,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
611,Recovery of Faith,611-recovery-of-faith,S. Radhakrishnan,Radhakrishnan's reflective book on faith and modern crisis - late-career meditation on religion's place in contemporary life.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22Recovery%20of%20Faith%22%20S.%20Radhakrishnan,recovery of faith,recovery-of-faith,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
612,Religion and Society,612-religion-and-society,S. Radhakrishnan,Radhakrishnan's collected essays on religion and society - Hindu philosophical perspective on social and political questions.,,"Vivekananda, Ramakrishna, and Modern Vedanta",,https://archive.org/search?query=%22Religion%20and%20Society%22%20S.%20Radhakrishnan,religion and society,religion-and-society,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE
613,Talks with Sri Ramana Maharshi,613-talks-with-sri-ramana-maharshi,Munagala Venkataramiah,Munagala Venkataramiah's foundational Talks with Ramana Maharshi - central record of the Sage of Arunachala's daily satsang dialogues.,2-seeker-path,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,https://archive.org/details/talkswithsriramana,talks with sri ramana maharshi,talks-with-sri-ramana-maharshi,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
614,Be As You Are: The Teachings of Sri Ramana Maharshi,614-be-as-you-are-the-teachings-of-sri-ramana-maharshi,David Godman,"David Godman's beautifully edited Ramana Maharshi anthology - best single-volume introduction to Ramana's teaching, organized topically.",,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,In Copyright,be as you are: the teachings of sri ramana maharshi,be-as-you-are-the-teachings-of-sri-ramana-maharshi,civilizational-consciousness,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
615,Day by Day with Bhagavan,615-day-by-day-with-bhagavan,A. Devaraja Mudaliar,"Devaraja Mudaliar's daily diary of conversations with Ramana - intimate complementary record to Talks, full of fresh material.",,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,https://archive.org/search?query=%22Day%20by%20Day%20with%20Bhagavan%22%20A.%20Devaraja%20Mudaliar,day by day with bhagavan,day-by-day-with-bhagavan,civilizational-consciousness,TRUE,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
616,Sri Ramana Gita,616-sri-ramana-gita,Kavyakantha Ganapati Muni,Ganapati Muni's Sanskrit Ramana Gita - disciple-poet's record of philosophical dialogues with the Sage of Arunachala.,,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,https://archive.org/search?query=%22Sri%20Ramana%20Gita%22%20Kavyakantha%20Ganapati%20Muni,sri ramana gita,sri-ramana-gita,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
617,Ulladu Narpadu (Forty Verses on Reality),617-ulladu-narpadu-forty-verses-on-reality,Sri Ramana (with various commentaries),"Sri Ramana's central teaching text Forty Verses on Reality - concise core statement of self-inquiry, foundational for Advaita seekers.",,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,https://archive.org/details/SriRamanaMaharshi-FortyVersesOnReality-UlladuNarpadu,ulladu narpadu (forty verses on reality),ulladu-narpadu-forty-verses-on-reality,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
618,The Spiritual Teachings of Ramana Maharshi,618-the-spiritual-teachings-of-ramana-maharshi,Ramana Maharshi,Sri Ramana Maharshi's collected spiritual teachings - accessible compilation of the Sage of Arunachala's central instructions.,,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,In Copyright,the spiritual teachings of ramana maharshi,the-spiritual-teachings-of-ramana-maharshi,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
619,The Mountain Path Anthology,619-the-mountain-path-anthology,Ramanasramam,Ramanasramam's collected Mountain Path articles - anthology drawn from the ashram's journal of Ramana-related scholarship and reflection.,,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,In Copyright,the mountain path anthology,the-mountain-path-anthology,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
620,Ramana Maharshi and the Path of Self-Knowledge,620-ramana-maharshi-and-the-path-of-self-knowledge,Arthur Osborne,Arthur Osborne's classical biographical study of Ramana Maharshi - accessible introduction to the sage and his self-inquiry path.,,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,https://archive.org/search?query=%22Ramana%20Maharshi%20and%20the%20Path%20of%20Self-Knowledge%22%20Arthur%20Osborne,ramana maharshi and the path of self-knowledge,ramana-maharshi-and-the-path-of-self-knowledge,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
621,The Collected Works of Ramana Maharshi,621-the-collected-works-of-ramana-maharshi,Arthur Osborne (ed.),Osborne's edition of Ramana's Collected Works - Sanskrit and Tamil compositions of the Sage of Arunachala in English.,,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,https://archive.org/details/CollectedWorksOfRamanaMaharshi,the collected works of ramana maharshi,the-collected-works-of-ramana-maharshi,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
622,I Am That,622-i-am-that,Sri Nisargadatta Maharaj (Maurice Frydman),Maurice Frydman's translation of Nisargadatta Maharaj's I Am That - Bombay Advaita master's foundational satsang dialogues.,"2-seeker-path,10-daily-dharma","Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,https://archive.org/details/IAmThatNisargadatta,i am that,i-am-that,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
623,Seeds of Consciousness,623-seeds-of-consciousness,Sri Nisargadatta Maharaj,Nisargadatta Maharaj's earlier teachings - preliminary Bombay satsang material on consciousness and the Absolute.,,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,In Copyright,seeds of consciousness,seeds-of-consciousness,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
624,Prior to Consciousness,624-prior-to-consciousness,Sri Nisargadatta Maharaj,Nisargadatta's later teachings on consciousness's primacy - the Bombay master's mature statements before his 1981 death.,,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,In Copyright,prior to consciousness,prior-to-consciousness,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
625,Consciousness and the Absolute,625-consciousness-and-the-absolute,Sri Nisargadatta Maharaj,"Nisargadatta's continued late teachings on the Absolute - companion volume to Prior to Consciousness, his final phase.",,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,In Copyright,consciousness and the absolute,consciousness-and-the-absolute,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
626,The Ultimate Medicine,626-the-ultimate-medicine,Sri Nisargadatta Maharaj,Nisargadatta's late teachings on direct realization - concise satsang dialogues from his final period in Bombay.,,"Ramana Maharshi, Nisargadatta, and Modern Advaita Voices",,In Copyright,the ultimate medicine,the-ultimate-medicine,civilizational-consciousness,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,
